"","x"
"131","CD44"
"132","CD46"
"133","CD47"
"134","CD53"
"135","CD55"
"136","CD58"
"137","CD5L"
"138","CD63"
"139","CD81"
"140","CD82"
"141","CD9"
"142","CD93"
"143","CD99L2"
"144","CDC42"
"145","CDH5"
"146","CDKN2A"
"147","CEP55"
"148","CFAP100"
"149","CFH"
"150","CFL1"
"151","CHMP1B"
"152","CHMP2A"
"153","CHMP3"
"154","CHMP4B"
"155","CHMP5"
"156","CHMP6"
"157","CIB1"
"158","CLDND1"
"159","CLEC11A"
"160","CLEC3B"
"161","CLIC4"
"162","CLSTN1"
"163","CLTA"
"164","CLTC"
"165","CLU"
"166","CNDP2"
"167","CNP"
"168","CNTN1"
"169","COL10A1"
"170","COL12A1"
"171","COL1A1"
"172","COL1A2"
"173","COL3A1"
"174","COL6A1"
"175","COMP"
"176","COPA"
"177","COPB2"
"178","CORO1A"
"179","CORO1C"
"180","COTL1"
"181","CP"
"182","CPB2"
"183","CPM"
"184","CPN2"
"185","CPNE3"
"186","CPNE8"
"187","CRK"
"188","CRKL"
"189","CROCC"
"190","CSE1L"
"191","CSK"
"192","CSNK2A1"
"193","CSPG4"
"194","CSTB"
"195","CTSC"
"196","CTSG"
"197","DARS1"
"198","DBN1"
"199","DCXR"
"200","DDB1"
"201","DEF6"
"202","DIP2B"
"203","DLG1"
"204","DNAJA1"
"205","DNAJA2"
"206","DNAJC5"
"207","DNM2"
"208","DOCK10"
"209","DOCK8"
"210","DOK3"
"211","DPP3"
"212","DYNC1H1"
"213","DYNC1I2"
"214","EDF1"
"215","EEF1A1"
"216","EEF1G"
"217","EEF2"
"218","EFEMP1"
"219","EFHD2"
"220","EFR3A"
"221","EHD1"
"222","EHD2"
"223","EHD3"
"224","EHD4"
"225","EIF2S1"
"226","EIF3I"
"227","EIF3J"
"228","EIF4A1"
"229","EIF4A2"
"230","EIF4A3"
"231","EIF4G1"
"232","EMILIN1"
"233","EMILIN2"
"234","EML2"
"235","ENG"
"236","ENO1"
"237","ENO2"
"238","ENO3"
"239","ENOPH1"
"240","EPB41"
"241","EPB41L2"
"242","EPB41L3"
"243","EPRS1"
"244","ERLIN2"
"245","ERP29"
"246","ESD"
"247","ESYT1"
"248","EVI2B"
"249","EWSR1"
"250","EZR"
"251","F10"
"252","F11R"
"253","F12"
"254","F13A1"
"255","F2"
"256","F5"
"257","FABP5"
"258","FAM107B"
"259","FAM234A"
"260","FAM49B"
"261","FASN"
"262","FAT1"
"263","FAT4"
"264","FBLN1"
"265","FDPS"
"266","FERMT3"
"267","FGA"
"268","FGB"
"269","FGG"
"270","FKBP1A"
"271","FKBP4"
"272","FLNA"
"273","FLOT2"
"274","FLT3"
"275","FN1"
"276","FTL"
"277","G6PD"
"278","GAB1"
"279","GAB2"
"280","GALK1"
"281","GANAB"
"282","GAPDH"
"283","GART"
"284","GBE1"
"285","GC"
"286","GDI2"
"287","GFPT1"
"288","GGH"
"289","GLIPR2"
"290","GLO1"
"291","GLOD4"
"292","GMFG"
"293","GMPPB"
"294","GNA13"
"295","GNAI1"
"296","GNAI2"
"297","GNAI3"
"298","GNAQ"
"299","GNAS"
"300","GNB2"
"301","GNB4"
"302","GOLGA7"
"303","GOLIM4"
"304","GOT1"
"305","GP1BB"
"306","GPI"
"307","GPX7"
"308","GRB2"
"309","GSN"
"310","GSS"
"311","GSTO1"
"312","GSTP1"
"313","H3-2"
"314","HAPLN1"
"315","HBB"
"316","HEBP2"
"317","HEG1"
"318","HEXB"
"319","HGFAC"
"320","HGS"
"321","HLA-A"
"322","HLA-B"
"323","HMCN1"
"324","HMGB1"
"325","HNRNPA2B1"
"326","HNRNPA3"
"327","HNRNPD"
"328","HNRNPK"
"329","HNRNPU"
"330","HP"
"331","HPRT1"
"332","HPX"
"333","HRG"
"334","HRNR"
"335","HSP90AA1"
"336","HSP90AB1"
"337","HSP90B1"
"338","HSPA4"
"339","HSPA5"
"340","HSPA8"
"341","HSPB1"
"342","HSPG2"
"343","HSPH1"
"344","HVCN1"
"345","IARS1"
"346","ICAM1"
"347","ICAM3"
"348","IDH1"
"349","IGF2R"
"350","IGFBP2"
"351","IGFBP7"
"352","IGKC"
"353","IGKV3D-20"
"354","IGKV4-1"
"355","IGLV1-47"
"356","IGLV3-21"
"357","IGSF8"
"358","IL1RAP"
"359","IMPA1"
"360","IMPDH2"
"361","INPPL1"
"362","IPO7"
"363","IQGAP1"
"364","IST1"
"365","ISYNA1"
"366","ITGA2"
"367","ITGA2B"
"368","ITGA4"
"369","ITGA5"
"370","ITGA6"
"371","ITGA7"
"372","ITGAL"
"373","ITGB1"
"374","ITGB2"
"375","ITGB3"
"376","ITGB5"
"377","ITGB6"
"378","ITGB7"
"379","ITIH1"
"380","ITIH2"
"381","ITIH3"
"382","ITIH4"
"383","KARS1"
"384","KCNAB2"
"385","KIAA1549"
"386","KIDINS220"
"387","KIF23"
"388","KNG1"
"389","KPNB1"
"390","KRAS"
"391","KRT1"
"392","KRT10"
"393","KRT14"
"394","KRT16"
"395","KRT2"
"396","KRT5"
"397","KRT6B"
"398","KRT9"
"399","LAMA2"
"400","LAMB1"
"401","LAMC1"
"402","LAMP1"
"403","LAMP2"
"404","LAPTM5"
"405","LASP1"
"406","LAT2"
"407","LCAT"
"408","LCP1"
"409","LCP2"
"410","LDLR"
"411","LGALS1"
"412","LIN7C"
"413","LMAN1"
"414","LMAN2"
"415","LPL"
"416","LRG1"
"417","LRP1"
"418","LTF"
"419","LUM"
"420","LYN"
"421","LYZ"
"422","M6PR"
"423","MAP2K1"
"424","MAP4K4"
"425","MAPK1"
"426","MAPRE1"
"427","MARCKS"
"428","MARK2"
"429","MASP1"
"430","MAT2A"
"431","MCEMP1"
"432","MDH1"
"433","MELTF"
"434","MEMO1"
"435","MFGE8"
"436","MICAL1"
"437","MINK1"
"438","MITD1"
"439","MLC1"
"440","MMP14"
"441","MMRN1"
"442","MPZL1"
"443","MRC2"
"444","MSN"
"445","MTAP"
"446","MTHFD1"
"447","MVB12A"
"448","MVB12B"
"449","MVP"
"450","MYADM"
"451","MYDGF"
"452","MYH9"
"453","MYL6"
"454","MYO1G"
"455","NACA"
"456","NANS"
"457","NAPA"
"458","NARS1"
"459","NCAM1"
"460","NCF1"
"461","NCL"
"462","NCSTN"
"463","NDRG1"
"464","NEO1"
"465","NIBAN2"
"466","NID1"
"467","NOTCH1"
"468","NOTCH2"
"469","NPEPPS"
"470","NPM1"
"471","NPTN"
"472","NRP1"
"473","NT5E"
"474","NUDC"
"475","NUDT5"
"476","NUMA1"
"477","OGN"
"478","OLFML3"
"479","OMD"
"480","ORM1"
"481","ORM2"
"482","OSTF1"
"483","OTUB1"
"484","P2RY2"
"485","P2RY8"
"486","P4HB"
"487","PACSIN2"
"488","PAFAH1B1"
"489","PAG1"
"490","PAICS"
"491","PAK2"
"492","PARK7"
"493","PCDH12"
"494","PCDHGC3"
"495","PCNA"
"496","PCYOX1"
"497","PDCD10"
"498","PDCD6"
"499","PDCD6IP"
"500","PDIA3"
"501","PDIA4"
"502","PDIA6"
"503","PEBP1"
"504","PECAM1"
"505","PFKL"
"506","PFN1"
"507","PGAM1"
"508","PGD"
"509","PGK1"
"510","PGM1"
"511","PGM2"
"512","PHGDH"
"513","PI4KA"
"514","PIK3AP1"
"515","PIK3CA"
"516","PIK3R1"
"517","PIP4K2A"
"518","PIP5K1A"
"519","PKM"
"520","PLA2G7"
"521","PLCB3"
"522","PLD3"
"523","PLEK"
"524","PLG"
"525","PLIN3"
"526","PLPBP"
"527","PLXDC2"
"528","PLXNB2"
"529","PNP"
"530","PON1"
"531","POSTN"
"532","PPIA"
"533","PPIB"
"534","PPM1A"
"535","PPP1CA"
"536","PPP1R7"
"537","PPP2R1A"
"538","PPP6C"
"539","PRDX1"
"540","PRDX2"
"541","PRDX4"
"542","PRDX5"
"543","PRDX6"
"544","PRG4"
"545","PRKAR1A"
"546","PRKAR2A"
"547","PRKCD"
"548","PRKCSH"
"549","PRMT5"
"550","PROS1"
"551","PSAT1"
"552","PSMA1"
"553","PSMA3"
"554","PSMA5"
"555","PSMA6"
"556","PSMA7"
"557","PSMC1"
"558","PSMC2"
"559","PSMC6"
"560","PSMD2"
"561","PSMD3"
"562","PSMD5"
"563","PSMD8"
"564","PTGFRN"
"565","PTPN11"
"566","PTPN6"
"567","PTPRA"
"568","PTPRC"
"569","PTPRF"
"570","PTPRG"
"571","PTPRJ"
"572","PTPRZ1"
"573","PTX3"
"574","PVR"
"575","PYCARD"
"576","PYGL"
"577","PZP"
"578","RAB10"
"579","RAB14"
"580","RAB15"
"581","RAB18"
"582","RAB27A"
"583","RAB2A"
"584","RAB32"
"585","RAB34"
"586","RAB35"
"587","RAB7A"
"588","RAB8A"
"589","RAB8B"
"590","RAC1"
"591","RAC2"
"592","RACK1"
"593","RAD23B"
"594","RALA"
"595","RALB"
"596","RAN"
"597","RAP1A"
"598","RAP1B"
"599","RAP2A"
"600","RAP2B"
"601","RAP2C"
"602","RBM25"
"603","RCSD1"
"604","RDX"
"605","RELN"
"606","RGN"
"607","RHOA"
"608","RHOG"
"609","RHOT2"
"610","RNASE2"
"611","RNPEP"
"612","RP2"
"613","RPL11"
"614","RPL13"
"615","RPL14"
"616","RPL15"
"617","RPL27"
"618","RPL27A"
"619","RPL4"
"620","RPL5"
"621","RPL6"
"622","RPL7"
"623","RPLP0"
"624","RPS11"
"625","RPS13"
"626","RPS14"
"627","RPS16"
"628","RPS19"
"629","RPS2"
"630","RPS20"
"631","RPS3"
"632","RPS3A"
"633","RPS6"
"634","RPS8"
"635","RPSA"
"636","RRM1"
"637","RSU1"
"638","RTN3"
"639","RUVBL2"
"640","S100A11"
"641","S100A4"
"642","S100A8"
"643","S100A9"
"644","SARS1"
"645","SCAMP2"
"646","SCAMP4"
"647","SCARB1"
"648","SDCBP"
"649","SEC22B"
"650","SEPTIN11"
"651","SEPTIN2"
"652","SEPTIN7"
"653","SEPTIN9"
"654","SERBP1"
"655","SERPINA1"
"656","SERPINA3"
"657","SERPINA4"
"658","SERPINA7"
"659","SERPINB1"
"660","SERPINC1"
"661","SERPIND1"
"662","SERPINF1"
"663","SERPING1"
"664","SH3BGRL"
"665","SH3BGRL3"
"666","SH3KBP1"
"667","SHBG"
"668","SHC1"
"669","SLC16A3"
"670","SLC1A3"
"671","SLC1A4"
"672","SLC1A5"
"673","SLC26A6"
"674","SLC29A1"
"675","SLC2A1"
"676","SLC2A5"
"677","SLC2A9"
"678","SLC30A1"
"679","SLC31A1"
"680","SLC38A2"
"681","SLC38A5"
"682","SLC39A10"
"683","SLC3A2"
"684","SLC43A1"
"685","SLC43A3"
"686","SLC44A1"
"687","SLC7A5"
"688","SLC9A3R1"
"689","SLC9A3R2"
"690","SNAP23"
"691","SND1"
"692","SNTB1"
"693","SNX5"
"694","SOD1"
"695","SOS1"
"696","SPARCL1"
"697","SPN"
"698","SPRY2"
"699","SPTAN1"
"700","SPTBN1"
"701","SRGAP2"
"702","SRGN"
"703","SRM"
"704","ST14"
"705","STIP1"
"706","STK10"
"707","STMN1"
"708","STOM"
"709","STX12"
"710","STX4"
"711","STXBP2"
"712","STXBP3"
"713","SVEP1"
"714","SVIP"
"715","SYK"
"716","SYNGR2"
"717","SYPL1"
"718","TAGLN2"
"719","TALDO1"
"720","TAOK1"
"721","TAOK3"
"722","TARS1"
"723","TBC1D10B"
"724","TBCA"
"725","TCP1"
"726","TF"
"727","TFRC"
"728","TGFBI"
"729","TGFBR1"
"730","THBS1"
"731","THBS4"
"732","TIE1"
"733","TKT"
"734","TLN1"
"735","TLR2"
"736","TM9SF2"
"737","TM9SF3"
"738","TMBIM1"
"739","TMC6"
"740","TMC8"
"741","TNC"
"742","TNFAIP3"
"743","TNIK"
"744","TOP1"
"745","TPI1"
"746","TPM1"
"747","TPM3"
"748","TPM4"
"749","TPP2"
"750","TPT1"
"751","TRAP1"
"752","TSG101"
"753","TSN"
"754","TSPAN14"
"755","TSPAN4"
"756","TTC7A"
"757","TTN"
"758","TTR"
"759","TUBA4A"
"760","TUBA4B"
"761","TUBB1"
"762","TUBB4B"
"763","TXN"
"764","TYROBP"
"765","UAP1"
"766","UBA1"
"767","UBA2"
"768","UBASH3B"
"769","UBE2K"
"770","UBE2V2"
"771","UFC1"
"772","UGDH"
"773","UGP2"
"774","USO1"
"775","USP14"
"776","UTRN"
"777","VAMP3"
"778","VAMP8"
"779","VASP"
"780","VAT1"
"781","VAV1"
"782","VAV3"
"783","VCAM1"
"784","VCAN"
"785","VCL"
"786","VCP"
"787","VIM"
"788","VNN2"
"789","VPS25"
"790","VPS37C"
"791","VPS4B"
"792","VTA1"
"793","VTN"
"794","VWF"
"795","WAS"
"796","WDR1"
"797","WIPF1"
"798","YARS1"
"799","YBX1"
"800","YKT6"
"801","YWHAB"
"802","YWHAG"
"803","YWHAH"
"804","YWHAQ"
"805","YWHAZ"
"806","ZDHHC5"
