"","x"
"131","CNTN4"
"132","COL10A1"
"133","COL12A1"
"134","COL14A1"
"135","COL15A1"
"136","COL1A2"
"137","COL3A1"
"138","COL5A1"
"139","COL6A1"
"140","COL6A2"
"141","COL6A3"
"142","COL6A6"
"143","COLEC10"
"144","COMP"
"145","COPA"
"146","COPB1"
"147","COPB2"
"148","CORO1A"
"149","COTL1"
"150","CP"
"151","CPB2"
"152","CPD"
"153","CPN1"
"154","CROCC"
"155","CRTAC1"
"156","CRYZ"
"157","CSE1L"
"158","CSF1"
"159","CSNK2A1"
"160","CSPG4"
"161","CSTB"
"162","CTSC"
"163","CTSG"
"164","CUL4A"
"165","DARS1"
"166","DDB1"
"167","DHX15"
"168","DHX9"
"169","DKK3"
"170","DNAJB11"
"171","DNM1L"
"172","DPYSL2"
"173","EEA1"
"174","EEF1A1"
"175","EEF1G"
"176","EEF2"
"177","EFEMP1"
"178","EFTUD2"
"179","EHD3"
"180","EIF2S1"
"181","EIF2S3"
"182","EIF3A"
"183","EIF3B"
"184","EIF3I"
"185","EIF3L"
"186","EIF3M"
"187","EIF4A1"
"188","EIF4A2"
"189","EIF4A3"
"190","EIF4E"
"191","EMILIN1"
"192","EMILIN2"
"193","EML2"
"194","ENO1"
"195","ENO3"
"196","EPB41"
"197","EPRS1"
"198","EPS15"
"199","ERP44"
"200","EXT1"
"201","EXT2"
"202","EZR"
"203","F10"
"204","F11"
"205","F13A1"
"206","F2"
"207","F5"
"208","FABP5"
"209","FAM49B"
"210","FAP"
"211","FASN"
"212","FAT1"
"213","FAT4"
"214","FBLN1"
"215","FBP1"
"216","FERMT3"
"217","FGB"
"218","FLNA"
"219","FLNB"
"220","FLT4"
"221","FMOD"
"222","FN1"
"223","FSCN1"
"224","FSTL1"
"225","G6PD"
"226","GALK1"
"227","GALNT5"
"228","GANAB"
"229","GAPDH"
"230","GARS1"
"231","GART"
"232","GC"
"233","GDI1"
"234","GDI2"
"235","GGH"
"236","GLB1"
"237","GLO1"
"238","GLOD4"
"239","GLRX3"
"240","GMFG"
"241","GMPS"
"242","GNB1"
"243","GOLM1"
"244","GPC1"
"245","GPI"
"246","GPX3"
"247","GRN"
"248","GRWD1"
"249","GSN"
"250","GSTA3"
"251","GSTM2"
"252","GSTP1"
"253","H3-2"
"254","H6PD"
"255","HAT1"
"256","HDAC2"
"257","HEXB"
"258","HGD"
"259","HGFAC"
"260","HMCN1"
"261","HMCN2"
"262","HNRNPD"
"263","HNRNPK"
"264","HNRNPU"
"265","HP"
"266","HPD"
"267","HSP90AA1"
"268","HSP90AB1"
"269","HSP90B1"
"270","HSPA13"
"271","HSPA4"
"272","HSPA5"
"273","HSPA8"
"274","HSPB1"
"275","HSPG2"
"276","IARS1"
"277","IDH1"
"278","IGF2R"
"279","IGFALS"
"280","IGFBP7"
"281","IL1RAP"
"282","IL4I1"
"283","IL6ST"
"284","ILF2"
"285","ILK"
"286","IMPDH2"
"287","IPO5"
"288","IPO7"
"289","IPO9"
"290","IQGAP1"
"291","ITGA2"
"292","ITGA5"
"293","ITGB1"
"294","ITGB6"
"295","ITIH1"
"296","ITIH2"
"297","ITIH3"
"298","ITIH4"
"299","KCTD12"
"300","KIAA1549"
"301","KNG1"
"302","KPNB1"
"303","KRT1"
"304","KRT10"
"305","KRT14"
"306","KRT2"
"307","KRT5"
"308","KRT77"
"309","KRT82"
"310","KRT9"
"311","KTN1"
"312","LAMA2"
"313","LAMA3"
"314","LAMB1"
"315","LAMC1"
"316","LAMP2"
"317","LASP1"
"318","LCAT"
"319","LCP1"
"320","LDLR"
"321","LGALS3BP"
"322","LGALSL"
"323","LIPG"
"324","LMAN2"
"325","LPL"
"326","LRP1"
"327","LRRC15"
"328","LRRN1"
"329","LTBP4"
"330","LTF"
"331","LUM"
"332","MACROH2A1"
"333","MAN1A1"
"334","MAN2A2"
"335","MAN2B1"
"336","MAPRE1"
"337","MAPRE2"
"338","MARS1"
"339","MASP1"
"340","MAT1A"
"341","MAT2A"
"342","MATN3"
"343","MBTPS1"
"344","MCM2"
"345","ME1"
"346","MEGF8"
"347","MET"
"348","MFAP4"
"349","MGAT2"
"350","MMP2"
"351","MMRN1"
"352","MNDA"
"353","MPO"
"354","MRC2"
"355","MSN"
"356","MST1"
"357","MTHFD1"
"358","MTPN"
"359","MYH9"
"360","MYL6"
"361","NAMPT"
"362","NANS"
"363","NAP1L1"
"364","NAPA"
"365","NAT1"
"366","NCAM1"
"367","NDRG1"
"368","NDRG2"
"369","NELL2"
"370","NEO1"
"371","NFASC"
"372","NID1"
"373","NMT1"
"374","NONO"
"375","NOTCH2"
"376","NOTCH3"
"377","NPEPPS"
"378","NPL"
"379","NPM1"
"380","NPTX1"
"381","NRBP1"
"382","NRCAM"
"383","NRP1"
"384","NRP2"
"385","NRXN1"
"386","NUCB1"
"387","NUMA1"
"388","OGN"
"389","OLFM1"
"390","OLFML3"
"391","OMD"
"392","OSTF1"
"393","OTUB1"
"394","P3H1"
"395","P4HA1"
"396","P4HB"
"397","PA2G4"
"398","PAFAH1B1"
"399","PAICS"
"400","PARK7"
"401","PARVB"
"402","PCDH12"
"403","PCDH17"
"404","PCDH18"
"405","PCDHGC3"
"406","PCMT1"
"407","PCNA"
"408","PCOLCE"
"409","PCYOX1"
"410","PDCD6IP"
"411","PDIA3"
"412","PDLIM1"
"413","PDXK"
"414","PEBP1"
"415","PFKL"
"416","PFKP"
"417","PFN1"
"418","PGAM1"
"419","PGD"
"420","PGK1"
"421","PGLYRP2"
"422","PGM1"
"423","PGM2"
"424","PHGDH"
"425","PIP4K2A"
"426","PKHD1L1"
"427","PKM"
"428","PLG"
"429","PLOD1"
"430","PLPP7"
"431","PLTP"
"432","PLVAP"
"433","PLXDC2"
"434","PLXNB1"
"435","PLXNB2"
"436","PLXND1"
"437","PNP"
"438","POSTN"
"439","PPIA"
"440","PPIB"
"441","PPM1A"
"442","PPP1CA"
"443","PPP1R7"
"444","PPP2R1A"
"445","PPP2R5A"
"446","PPP6C"
"447","PPT1"
"448","PRDX1"
"449","PRDX2"
"450","PRDX5"
"451","PRDX6"
"452","PRG4"
"453","PRKAR1A"
"454","PRKAR2A"
"455","PRMT1"
"456","PRMT5"
"457","PRPF19"
"458","PSAP"
"459","PSMA1"
"460","PSMA3"
"461","PSMA4"
"462","PSMA5"
"463","PSMA6"
"464","PSMA7"
"465","PSMB1"
"466","PSMB4"
"467","PSMB6"
"468","PSMC1"
"469","PSMC3"
"470","PSMC6"
"471","PSMD1"
"472","PSMD11"
"473","PSMD12"
"474","PSMD13"
"475","PSMD2"
"476","PSMD3"
"477","PSMD5"
"478","PSMD6"
"479","PSMD7"
"480","PTGES3"
"481","PTK7"
"482","PTPN11"
"483","PTPN6"
"484","PTPRF"
"485","PTPRG"
"486","PTPRM"
"487","PTPRS"
"488","PTPRZ1"
"489","PTX3"
"490","PYGB"
"491","PYGL"
"492","PZP"
"493","QDPR"
"494","QSOX1"
"495","RAB10"
"496","RAB14"
"497","RAB15"
"498","RAB2A"
"499","RAB33B"
"500","RAB35"
"501","RAB6A"
"502","RAB7A"
"503","RAB8A"
"504","RAB8B"
"505","RAC1"
"506","RACK1"
"507","RAN"
"508","RAP1B"
"509","RBBP4"
"510","RBBP7"
"511","RBP1"
"512","RELN"
"513","RGN"
"514","RHOG"
"515","RNPEP"
"516","ROBO4"
"517","RPL12"
"518","RPL18"
"519","RPL27"
"520","RPL30"
"521","RPLP0"
"522","RPLP1"
"523","RPLP2"
"524","RPS14"
"525","RPS20"
"526","RPS3"
"527","RPS7"
"528","RPS8"
"529","RPSA"
"530","RSU1"
"531","RTN3"
"532","RUVBL2"
"533","S100A4"
"534","S100A8"
"535","S100A9"
"536","SARS1"
"537","SCPEP1"
"538","SDCBP"
"539","SDF4"
"540","SDK1"
"541","SDK2"
"542","SEMA6D"
"543","SEPTIN11"
"544","SEPTIN2"
"545","SEPTIN6"
"546","SEPTIN7"
"547","SEPTIN9"
"548","SERPINA7"
"549","SERPINC1"
"550","SERPIND1"
"551","SERPINF1"
"552","SERPING1"
"553","SERPINH1"
"554","SF3B3"
"555","SGTA"
"556","SHBG"
"557","SLITRK4"
"558","SMPD1"
"559","SND1"
"560","SNRNP200"
"561","SNRPD1"
"562","SNX5"
"563","SPARCL1"
"564","SPON1"
"565","SPP2"
"566","SPTAN1"
"567","SPTBN1"
"568","SRGN"
"569","SRM"
"570","SRP14"
"571","ST13"
"572","ST8SIA4"
"573","STAB1"
"574","STRAP"
"575","SUPT16H"
"576","TAGLN2"
"577","TALDO1"
"578","TARS1"
"579","TCP1"
"580","TFG"
"581","TFRC"
"582","TGFBI"
"583","TGFBR3"
"584","THBS1"
"585","THBS2"
"586","THBS3"
"587","THBS4"
"588","TIE1"
"589","TLN1"
"590","TNC"
"591","TNFAIP6"
"592","TNN"
"593","TPI1"
"594","TPM1"
"595","TPM2"
"596","TPM3"
"597","TPM4"
"598","TPP1"
"599","TPP2"
"600","TPR"
"601","TRAP1"
"602","TUBA4A"
"603","TUBA4B"
"604","TUBB1"
"605","TUBB4A"
"606","TUBB4B"
"607","TUBB6"
"608","TXNL1"
"609","UAP1"
"610","UBA1"
"611","UBA2"
"612","UGDH"
"613","UGP2"
"614","UROD"
"615","USO1"
"616","USP14"
"617","UXS1"
"618","VASP"
"619","VAT1"
"620","VCAM1"
"621","VCAN"
"622","VCL"
"623","VCP"
"624","VPS35"
"625","VTN"
"626","VWF"
"627","WARS1"
"628","WDR1"
"629","XPNPEP1"
"630","XPO1"
"631","XRCC5"
"632","XRCC6"
"633","YARS1"
"634","YWHAB"
"635","YWHAG"
"636","YWHAH"
"637","YWHAQ"
"638","YWHAZ"
