"","x"
"1","ACTB"
"2","YWHAE"
"3","ALDOA"
"4","FLOT1"
"5","CLIC1"
"6","LDHA"
"7","ACTN4"
"8","RAB5C"
"9","HIST1H4A"
"10","HIST1H4B"
"11","HIST1H4I"
"12","HIST4H4"
"13","HIST1H4K"
"14","HIST1H4H"
"15","HIST1H4J"
"16","HIST1H4F"
"17","HIST1H4D"
